# label,t (nu=10)
# total_paths,200000
# bins,2000, xmin,0, xmax,6000000000, width,3000000
x,pdf
5434500000,0
5437500000,0
5440500000,0
5443500000,0
5446500000,0
5449500000,0
5452500000,0
5455500000,0
5458500000,0
5461500000,0
5464500000,0
5467500000,0
5470500000,0
5473500000,0
5476500000,0
5479500000,0
5482500000,0
5485500000,0
5488500000,0
5491500000,0
5494500000,0
5497500000,0
5500500000,0
5503500000,0
5506500000,0
5509500000,0
5512500000,0
5515500000,0
5518500000,0
5521500000,0
5524500000,0
5527500000,0
5530500000,0
5533500000,0
5536500000,0
5539500000,0
5542500000,0
5545500000,0
5548500000,0
5551500000,0
5554500000,0
5557500000,0
5560500000,0
5563500000,0
5566500000,0
5569500000,0
5572500000,0
5575500000,0
5578500000,0
5581500000,0
5584500000,0
5587500000,0
5590500000,0
5593500000,0
5596500000,0
5599500000,0
5602500000,0
5605500000,0
5608500000,0
5611500000,0
5614500000,0
5617500000,0
5620500000,0
5623500000,0
5626500000,0
5629500000,0
5632500000,0
5635500000,0
5638500000,0
5641500000,0
5644500000,0
5647500000,0
5650500000,0
5653500000,0
5656500000,0
5659500000,0
5662500000,0
5665500000,0
5668500000,0
5671500000,0
5674500000,0
5677500000,0
5680500000,0
5683500000,0
5686500000,0
5689500000,0
5692500000,0
5695500000,0
5698500000,0
5701500000,0
5704500000,0
5707500000,0
5710500000,0
5713500000,0
5716500000,0
5719500000,0
5722500000,0
5725500000,0
5728500000,0
5731500000,0
5734500000,0
5737500000,0
5740500000,0
5743500000,0
5746500000,0
5749500000,0
5752500000,0
5755500000,0
5758500000,0
5761500000,0
5764500000,0
5767500000,0
5770500000,0
5773500000,0
5776500000,0
5779500000,0
5782500000,0
5785500000,0
5788500000,0
5791500000,0
5794500000,0
5797500000,0
5800500000,0
5803500000,0
5806500000,0
5809500000,0
5812500000,0
5815500000,0
5818500000,0
5821500000,0
5824500000,0
5827500000,0
5830500000,0
5833500000,0
5836500000,0
5839500000,0
5842500000,0
5845500000,0
5848500000,0
5851500000,0
5854500000,0
5857500000,0
5860500000,0
5863500000,0
5866500000,0
5869500000,0
5872500000,0
5875500000,0
5878500000,0
5881500000,0
5884500000,0
5887500000,0
5890500000,0
5893500000,0
5896500000,0
5899500000,0
5902500000,0
5905500000,0
5908500000,0
5911500000,0
5914500000,0
5917500000,0
5920500000,0
5923500000,0
5926500000,0
5929500000,0
5932500000,0
5935500000,0
5938500000,0
5941500000,0
5944500000,0
5947500000,0
5950500000,0
5953500000,0
5956500000,0
5959500000,0
5962500000,0
5965500000,0
5968500000,0
5971500000,0
5974500000,0
5977500000,0
5980500000,0
5983500000,0
5986500000,0
5989500000,0
5992500000,0
5995500000,0
5998500000,0
